lizard_ID,species,start_date,initial_mass,start_crickets,initial_svl,initial_tl,trial1_mass,trial1_date,crickets_left1,crickets_eaten1,trial2_mass,trial2_date,crickets_left2,crickets_eaten2,trial3_mass,trial3_date,crickets_left3,crickets_eaten3,final_mass,final_svl,final_tl,clutch,egg_date,hatch_date,sex,yolk_trt,temp_trt,hatch_mass,hatch_svl,hatch_tl,egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,extracted_yolk,dev_time
LG225_20,guichenoti,13/1/21,0.175,30,19.772,26.537,0.183,15/1/21,15,15,0.128,17/1/21,12,18,0.113,19/1/21,7,23,0.258,21.792,28.775,CL065_20,7/11/20,29/12/20,NA,C,23,0.132,18.643,23.916,0.129,8.43,5.15,0.129,0,52
LG230_20,guichenoti,13/1/21,0.177,30,20.397,25.819,0.137,15/1/21,12,18,0.112,17/1/21,13,17,0.12,19/1/21,15,15,0.235,21.423,28.007,CL067_20,7/11/20,30/12/20,NA,C,23,0.138,19.084,24.387,0.154,9.09,5.53,0.154,0,53
LG231_20,guichenoti,13/1/21,0.215,30,20.061,27.298,0.167,15/1/21,13,17,0.163,17/1/21,16,14,0.156,19/1/21,11,19,0.28,20.94,29.874,CL067_20,7/11/20,29/12/20,NA,A,23,0.132,17.929,21.842,0.151,8.52,5.68,0.127,0.024,52
LG233_20,guichenoti,13/1/21,0.246,30,20.861,29.427,0.146,15/1/21,8,22,0.117,17/1/21,6,24,0.153,19/1/21,7,23,0.331,23.305,33.171,CL068_20,7/11/20,30/12/20,NA,C,23,0.175,20.631,26.494,0.219,9.57,6.15,0.219,0,53
LG234_20,guichenoti,13/1/21,0.203,30,21.177,27.385,0.139,15/1/21,11,19,0.116,17/1/21,11,19,0.113,19/1/21,15,15,0.255,22.911,31.669,CL068_20,7/11/20,30/12/20,NA,A,23,0.151,20.658,NA,0.224,9.81,6.45,0.196,0.028,53
LG247_20,guichenoti,13/1/21,0.204,30,20.158,25.731,0.14,15/1/21,8,22,0.14,17/1/21,10,20,0.101,19/1/21,8,22,0.295,22.38,27.164,CL072_20,8/11/20,31/12/20,NA,C,23,0.158,19.594,23.37,0.173,8.92,5.94,0.173,0,53
LG248_20,guichenoti,13/1/21,0.159,30,20.162,21.363,0.142,15/1/21,13,17,0.133,17/1/21,14,16,0.126,19/1/21,18,12,0.208,20.779,24.807,CL072_20,8/11/20,29/12/20,f,A,23,0.126,19.029,19.42,0.176,8.66,5.91,0.156,0.02,51
LG249_20,guichenoti,21/12/20,0.21,30,22.013,24.821,0.199,23/12/20,10,20,0.178,25/12/20,16,14,0.163,27/12/20,10,20,0.262,22.62,27.719,CL072_20,8/11/20,10/12/20,NA,A,28,0.136,20.171,22.912,0.189,9.28,6.12,0.16,0.029,32
LG252_20,guichenoti,13/1/21,0.229,30,21.667,29.837,0.169,15/1/21,13,17,0.127,17/1/21,9,21,0.126,19/1/21,9,21,0.318,24.002,33.004,CL074_20,9/11/20,1/1/21,NA,C,23,0.183,NA,NA,0.176,9.77,5.35,0.176,0,53
LG253_20,guichenoti,13/1/21,0.208,30,21.052,31.072,0.168,15/1/21,11,19,0.14,17/1/21,10,20,0.193,19/1/21,12,18,0.316,23.617,34.112,CL074_20,9/11/20,1/1/21,NA,A,23,0.159,NA,NA,0.175,10.07,5.46,0.156,0.019,53
LG254_20,guichenoti,13/1/21,0.152,30,18.73,23.183,0.128,15/1/21,15,15,0.118,17/1/21,15,15,0.125,19/1/21,13,17,0.185,20.942,24.814,CL075_20,9/11/20,2/1/21,NA,C,23,0.135,17.955,22.279,0.146,8.98,5.51,0.146,0,54
LG272_20,guichenoti,21/12/20,0.177,30,19.343,28.828,0.187,23/12/20,11,19,0.21,25/12/20,18,12,0.156,27/12/20,10,20,0.238,20.974,32.08,CL081_20,11/11/20,13/12/20,NA,C,28,0.125,18.666,27.849,0.134,9.02,4.96,0.134,0,32
LG274_20,guichenoti,21/12/20,0.161,30,18.332,26.245,0.208,23/12/20,15,15,0.21,25/12/20,21,9,0.215,27/12/20,17,13,0.208,20.219,29.33,CL081_20,11/11/20,12/12/20,NA,A,28,0.113,18.151,23.868,0.143,8.42,5.45,0.125,0.018,31
LG275_20,guichenoti,21/12/20,0.192,30,20.419,28.981,0.212,23/12/20,12,18,0.18,25/12/20,14,16,0.195,27/12/20,11,19,0.272,22.009,31.497,CL082_20,11/11/20,11/12/20,f,C,28,0.141,20.091,28.325,0.18,8.87,6.04,0.18,0,30
LG276_20,guichenoti,21/12/20,0.169,30,19.962,26.501,0.196,23/12/20,16,14,0.204,25/12/20,20,10,0.162,27/12/20,10,20,0.214,20.326,28.536,CL082_20,11/11/20,11/12/20,NA,A,28,0.122,18.974,24.838,0.18,9.07,6.03,0.154,0.026,30
LG295_20,guichenoti,28/12/20,0.164,30,19.829,26.337,0.325,30/12/20,21,9,0.288,1/1/21,20,10,0.146,3/1/21,10,20,0.251,23.102,29.973,CL088_20,12/11/20,15/12/20,f,C,28,0.112,18.583,23.946,0.142,7.35,5.85,0.142,0,33
LG296_20,guichenoti,28/12/20,0.156,30,19.41,25.268,0.298,30/12/20,16,14,0.321,1/1/21,24,6,0.142,3/1/21,18,12,0.231,21.325,27.384,CL088_20,12/11/20,15/12/20,NA,A,28,0.107,18.493,21.905,0.153,8.21,5.78,0.13,0.023,33
LG297_20,guichenoti,21/12/20,0.24,30,21.011,32.127,0.227,23/12/20,18,12,0.284,25/12/20,25,5,0.273,27/12/20,22,8,0.252,22.707,32.683,CL089_20,13/11/20,13/12/20,NA,C,28,0.184,20.595,27.815,0.24,9.56,6.75,0.24,0,30
LG299_20,guichenoti,21/12/20,0.19,30,21.096,28.014,0.201,23/12/20,12,18,0.238,25/12/20,24,6,0.179,27/12/20,21,9,0.223,21.029,31.964,CL089_20,13/11/20,13/12/20,f,A,28,0.167,20.079,26.587,0.241,10.16,6.7,0.212,0.029,30
LG300_20,guichenoti,28/12/20,0.199,30,20.721,30.185,0.217,30/12/20,12,18,0.238,1/1/21,17,13,0.154,3/1/21,13,17,0.288,21.661,32.518,CL090_20,13/11/20,16/12/20,NA,C,28,0.135,19.02,25.289,0.167,8.84,5.84,0.167,0,33
LG301_20,guichenoti,20/1/21,0.298,30,20.073,30.803,0.205,22/1/21,15,15,0.218,24/1/21,17,13,0.197,26/1/21,10,20,0.285,22.988,32.914,CL090_20,13/11/20,6/1/21,f,A,23,0.121,18.169,24.726,0.148,8.5,5.63,0.13,0.018,54
LG303_20,guichenoti,21/12/20,0.191,30,19.745,26.253,0.195,23/12/20,12,18,0.288,25/12/20,23,7,0.183,27/12/20,17,13,0.216,20.151,28.58,CL091_20,13/11/20,13/12/20,f,C,28,0.138,18.807,26.45,0.197,9.06,6.38,0.197,0,30
LG304_20,guichenoti,21/12/20,0.172,30,20.057,27.104,0.201,23/12/20,12,18,0.205,25/12/20,18,12,0.244,27/12/20,17,13,0.237,21.272,29.488,CL091_20,13/11/20,12/12/20,NA,A,28,0.121,18.535,23.426,0.198,9.05,6.3,0.172,0.026,29
LG305_20,guichenoti,13/1/21,0.172,30,19.484,25.691,0.151,15/1/21,14,16,0.123,17/1/21,17,13,0.172,19/1/21,19,11,0.231,21.362,NA,CL092_20,13/11/20,3/1/21,NA,C,23,0.147,18.247,25.2,0.165,8.91,5.69,0.165,0,51
LG306_20,guichenoti,28/12/20,0.221,30,21.28,31.876,0.305,30/12/20,19,11,0.408,1/1/21,24,6,0.13,3/1/21,10,20,0.293,23.176,33.645,CL092_20,13/11/20,14/12/20,NA,C,28,0.153,20.203,27.177,0.172,8.86,5.8,0.172,0,31
LG307_20,guichenoti,13/1/21,0.156,30,19.798,27.677,0.166,15/1/21,14,16,0.129,17/1/21,13,17,0.185,19/1/21,16,14,0.221,21.676,30.087,CL092_20,13/11/20,3/1/21,NA,A,23,0.137,19.085,25.311,0.176,8.89,5.97,0.152,0.024,51
LG313_20,guichenoti,13/1/21,0.122,30,19.579,23.895,0.139,15/1/21,19,11,0.111,17/1/21,15,15,0.145,19/1/21,15,15,0.174,20.857,25.049,CL094_20,14/11/20,3/1/21,f,C,23,0.117,18.996,22.293,0.161,8.03,5.98,0.161,0,50
LG314_20,guichenoti,13/1/21,0.103,30,18.154,23.326,0.136,15/1/21,16,14,0.156,17/1/21,15,15,0.108,19/1/21,11,19,0.16,18.815,24.471,CL094_20,14/11/20,3/1/21,NA,A,23,0.101,17.903,21.327,0.164,8.72,5.78,0.144,0.02,50
LG315_20,guichenoti,28/12/20,0.162,30,19.891,24.495,0.27,30/12/20,19,11,0.288,1/1/21,23,7,0.158,3/1/21,18,12,0.223,20.369,28.423,CL094_20,14/11/20,15/12/20,NA,A,28,0.106,18.054,23.857,0.171,8.58,6.04,0.149,0.022,31
LG316_20,guichenoti,28/12/20,0.164,30,18.858,29.415,0.299,30/12/20,21,9,0.278,1/1/21,18,12,0.135,3/1/21,15,15,0.228,19.259,32.526,CL095_20,16/11/20,19/12/20,NA,A,28,0.122,18.277,26.42,0.166,8.71,5.68,0.146,0.02,33
LG317_20,guichenoti,20/1/21,0.203,30,20.81,29.301,0.205,22/1/21,11,19,0.256,24/1/21,17,13,0.225,26/1/21,8,22,0.313,21.912,34.489,CL095_20,16/11/20,7/1/21,NA,C,23,0.131,18.892,26.504,0.167,9.13,5.55,0.167,0,52
LG318_20,guichenoti,28/12/20,0.164,30,17.702,27.147,0.197,30/12/20,12,18,0.25,1/1/21,20,10,0.164,3/1/21,17,13,0.223,19.549,27.826,CL095_20,16/11/20,17/12/20,NA,C,28,0.133,18.643,24.51,0.178,8.46,6.12,0.178,0,31
LG319_20,guichenoti,20/1/21,0.194,30,20.784,27.964,0.186,22/1/21,7,23,0.237,24/1/21,14,16,0.136,26/1/21,5,25,0.292,22.441,36.896,CL095_20,16/11/20,4/1/21,m,A,23,0.126,19.791,24.656,0.172,8.6,6.11,0.152,0.02,49
LG320_20,guichenoti,28/12/20,0.151,30,18.382,24.637,0.176,30/12/20,13,17,0.297,1/1/21,22,8,0.193,3/1/21,20,10,0.204,20.588,29.303,CL095_20,16/11/20,19/12/20,NA,A,28,0.109,17.406,23.187,0.185,8.85,6.01,0.161,0.024,33
LG321_20,guichenoti,20/1/21,0.163,30,20.057,26.405,0.206,22/1/21,11,19,0.21,24/1/21,9,21,0.215,26/1/21,12,18,0.277,22.561,29.99,CL095_20,16/11/20,7/1/21,NA,C,23,0.116,17.64,22.712,0.123,8.08,5.07,0.123,0,52
LG322_20,guichenoti,28/12/20,0.164,30,19.467,25.922,0.245,30/12/20,20,10,0.277,1/1/21,22,8,0.149,3/1/21,16,14,0.232,20.651,28.775,CL095_20,16/11/20,18/12/20,NA,C,28,0.121,18.046,23.491,0.126,8.35,5.01,0.126,0,32
LG323_20,guichenoti,20/1/21,0.223,30,20.39,30.153,0.237,22/1/21,16,14,0.215,24/1/21,14,16,0.192,26/1/21,15,15,0.266,21.305,NA,CL095_20,16/11/20,5/1/21,m,A,23,0.102,18.726,23.601,0.128,8.57,5.05,0.111,0.017,50
LG324_20,guichenoti,28/12/20,0.208,30,19.845,28.297,0.215,30/12/20,11,19,0.288,1/1/21,12,18,0.149,3/1/21,8,22,0.32,22.685,32.391,CL096_20,16/11/20,18/12/20,NA,A,28,0.116,18.832,23.921,0.135,8.04,5.45,0.118,0.017,32
LG325_20,guichenoti,20/1/21,0.202,30,21.54,29.241,0.213,22/1/21,11,19,0.208,24/1/21,13,17,0.176,26/1/21,9,21,0.297,23.863,33.04,CL096_20,16/11/20,6/1/21,NA,C,23,0.128,20.286,23.607,0.132,8.18,5.27,0.132,0,51
LG326_20,guichenoti,28/12/20,0.171,30,20.103,24.03,0.291,30/12/20,23,7,0.244,1/1/21,20,10,0.152,3/1/21,22,8,0.16,19.499,24.927,CL096_20,16/11/20,19/12/20,NA,C,28,0.133,18.904,NA,0.158,8.42,5.87,0.158,0,33
LG328_20,guichenoti,20/1/21,0.235,30,20.146,28.057,0.208,22/1/21,12,18,0.235,24/1/21,15,15,0.174,26/1/21,10,20,0.312,24.17,35.442,CL096_20,16/11/20,7/1/21,m,A,23,0.123,18.576,24.002,0.132,8.19,5.33,0.116,0.016,52
LG329_20,guichenoti,28/12/20,0.135,30,18.277,19.036,0.255,30/12/20,17,13,0.219,1/1/21,21,9,0.156,3/1/21,22,8,0.148,18.894,21.552,CL096_20,16/11/20,18/12/20,NA,A,28,0.087,17.217,17.068,0.164,8.96,5.56,0.143,0.021,32
LG338_20,guichenoti,28/12/20,0.196,30,20.472,29.687,0.239,30/12/20,15,15,0.279,1/1/21,18,12,0.128,3/1/21,9,21,0.291,21.753,31.568,CL099_20,16/11/20,18/12/20,f,A,28,0.156,18.966,25.865,0.211,8.81,6.69,0.183,0.028,32
LG339_20,guichenoti,20/1/21,0.35,30,22.961,31.896,0.177,22/1/21,9,21,0.223,24/1/21,10,20,0.162,26/1/21,5,25,0.341,23.615,21.703,CL099_20,16/11/20,4/1/21,"""5000""",C,23,0.181,21.565,28.366,0.25,9.14,7.14,0.25,0,49
LG340_20,guichenoti,28/12/20,0.236,30,22.688,32.146,0.142,30/12/20,12,18,0.289,1/1/21,22,8,0.141,3/1/21,15,15,0.313,23.504,34.46,CL099_20,16/11/20,18/12/20,f,C,28,0.201,21.71,30.736,0.266,9.22,7.4,0.266,0,32
LG341_20,guichenoti,13/1/21,0.166,30,19.331,27.306,0.169,15/1/21,14,16,0.145,17/1/21,17,13,0.11,19/1/21,7,23,0.213,20.508,NA,CL099_20,16/11/20,3/1/21,NA,A,23,0.144,19.338,25.992,0.206,8.56,6.6,0.181,0.025,48
LG366_20,guichenoti,20/1/21,0.203,30,19.566,29.149,0.157,22/1/21,7,23,0.246,24/1/21,14,16,0.174,26/1/21,7,23,0.289,22.292,31.859,CL106_20,18/11/20,8/1/21,NA,C,23,0.142,19.377,NA,0.176,8.66,6.03,0.176,0,51
LG368_20,guichenoti,28/12/20,0.149,30,18.645,26.356,0.298,30/12/20,23,7,0.225,1/1/21,16,14,0.149,3/1/21,15,15,0.204,19.356,29.613,CL107_20,18/11/20,18/12/20,NA,A,28,0.086,16.15,22.675,0.14,7.73,5.68,0.119,0.021,30
LG375_20,guichenoti,28/12/20,0.16,30,20.007,28.04,0.172,30/12/20,19,11,0.276,1/1/21,20,10,0.131,3/1/21,13,17,0.228,21.007,31.597,CL110_20,20/11/20,20/12/20,f,A,28,0.103,NA,NA,0.168,8.08,6.1,0.142,0.026,30
LG376_20,guichenoti,20/1/21,0.282,30,19.088,27.22,0.196,22/1/21,12,18,0.233,24/1/21,12,18,0.179,26/1/21,9,21,0.263,21.424,30.903,CL110_20,20/11/20,7/1/21,f,A,23,0.103,17.616,21.918,0.175,8.68,6.05,0.144,0.031,48
LG377_20,guichenoti,20/1/21,0.194,30,20.376,28.777,0.184,22/1/21,7,23,0.234,24/1/21,14,16,0.15,26/1/21,5,25,0.29,22.707,30.942,CL110_20,20/11/20,8/1/21,NA,C,23,0.135,18.689,25.106,0.188,8.12,6.33,0.188,0,49
LG397_20,guichenoti,25/1/21,0.194,30,20.718,29.932,0.226,27/1/21,11,19,0.275,29/1/21,18,12,0.358,31/1/21,20,10,0.322,22.499,33.118,CL116_20,23/11/20,12/1/21,m,C,23,0.13,19.471,22.854,0.16,8.35,6.06,0.16,0,50
LG398_20,guichenoti,25/1/21,0.143,30,19.378,24.487,0.191,27/1/21,20,10,0.297,29/1/21,23,7,0.243,31/1/21,21,9,0.195,21.639,25.537,CL116_20,23/11/20,12/1/21,f,A,23,0.122,18.684,21.66,0.174,8.74,5.74,0.157,0.017,50
LG400_20,guichenoti,25/1/21,0.175,30,20.482,27.662,0.179,27/1/21,8,22,0.279,29/1/21,16,14,0.368,31/1/21,19,11,0.314,22.329,31.747,CL117_20,23/11/20,15/1/21,m,C,23,0.152,19.108,25.309,0.176,9.26,5.91,0.176,0,53
LG402_20,guichenoti,25/1/21,0.207,30,21.135,29.294,0.193,27/1/21,9,21,0.275,29/1/21,19,11,0.317,31/1/21,18,12,0.334,22.786,32.392,CL118_20,24/11/20,11/1/21,m,C,23,0.167,19.618,24.002,0.25,10.1,6.79,0.25,0,48
LG403_20,guichenoti,25/1/21,0.188,30,21.378,29.156,0.2,27/1/21,10,20,0.306,29/1/21,18,12,0.362,31/1/21,19,11,0.294,24.166,31.754,CL118_20,24/11/20,12/1/21,m,A,23,0.133,19.669,25.029,0.242,10,6.57,0.217,0.025,49
LG404_20,guichenoti,4/1/21,0.235,30,20.962,30.751,0.152,6/1/21,11,19,0.165,8/1/21,11,19,0.315,10/1/21,17,13,0.277,23.299,31.005,CL118_20,24/11/20,26/12/20,m,A,28,0.164,20.312,27.716,0.255,9.73,6.96,0.23,0.025,32
LG405_20,guichenoti,25/1/21,0.203,30,22.376,26.737,0.21,27/1/21,13,17,0.297,29/1/21,21,9,0.324,31/1/21,16,14,0.297,22.722,29.02,CL119_20,24/11/20,11/1/21,f,C,23,0.16,19.717,24.305,0.227,8.95,6.82,0.227,0,48
LG406_20,guichenoti,25/1/21,0.168,30,20.852,28.343,0.233,27/1/21,15,15,0.303,29/1/21,20,10,0.358,31/1/21,20,10,0.3,23.915,29.131,CL119_20,24/11/20,11/1/21,f,A,23,0.165,20.293,23.382,0.218,8.75,6.72,0.202,0.016,48
LG407_20,guichenoti,4/1/21,0.247,30,20.64,29.112,0.159,6/1/21,5,25,0.184,8/1/21,15,15,0.193,10/1/21,8,22,0.318,21.862,31.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LG411_20,guichenoti,4/1/21,0.225,30,21.81,33.134,0.176,6/1/21,15,15,0.2,8/1/21,22,8,0.221,10/1/21,15,15,0.313,21.91,35.126,CL122_20,26/11/20,25/12/20,NA,C,28,0.155,21.263,29.767,0.215,8.58,6.62,0.215,0,29
LG412_20,guichenoti,20/1/21,0.264,30,21.787,31.273,0.2,22/1/21,9,21,0.243,24/1/21,13,17,0.164,26/1/21,4,26,0.363,23.705,33.284,CL122_20,26/11/20,10/1/21,f,C,23,0.179,20.319,27.481,0.239,9.54,6.69,0.239,0,45
LG413_20,guichenoti,20/1/21,0.31,30,19.829,NA,0.21,22/1/21,13,17,0.25,24/1/21,17,13,0.208,26/1/21,11,19,0.308,22.626,33.145,CL122_20,26/11/20,9/1/21,NA,C,23,0.152,18.56,26.68,0.208,8.94,6.35,0.208,0,44
LG414_20,guichenoti,4/1/21,0.26,30,22.505,33.243,0.171,6/1/21,4,26,0.181,8/1/21,1,29,0.281,10/1/21,10,20,0.387,25.204,36.289,CL122_20,26/11/20,24/12/20,NA,A,28,0.167,18.594,27.46,0.223,9.19,6.68,0.195,0.028,28
LG415_20,guichenoti,25/1/21,0.236,30,23.615,32.98,0.236,27/1/21,12,18,0.31,29/1/21,13,17,0.332,31/1/21,17,13,0.367,24.611,36.931,CL122_20,26/11/20,13/1/21,f,C,23,0.172,21.023,28.967,0.188,9.49,5.86,0.188,0,48
LG443_20,guichenoti,4/1/21,0.156,30,21.027,26.323,0.173,6/1/21,16,14,0.156,8/1/21,16,14,0.303,10/1/21,22,8,0.23,22.265,28.496,CL130_20,29/11/20,27/12/20,NA,A,28,0.147,19.743,24.74,0.217,8.81,6.63,0.198,0.019,28
LG444_20,guichenoti,3/2/20,0.166,30,NA,NA,0.129,5/2/20,10,20,0.13,7/2/20,16,14,0.164,9/2/20,20,10,0.204,20.262,29.843,Cl131_20,29/11/20,18/1/21,m,A,23,0.127,18.299,23.048,0.17,8.26,6.09,0.156,0.014,50
LG445_20,guichenoti,3/2/20,0.2,30,21.424,NA,0.126,5/2/20,9,21,0.137,7/2/20,14,16,0.175,9/2/20,9,21,0.281,23.887,30.876,CL132_20,30/11/20,22/1/21,f,C,23,0.126,20.395,25.535,0.17,8.43,5.91,0.17,0,53
LG446_20,guichenoti,3/2/20,0.158,30,19.075,27.996,0.124,5/2/20,10,20,0.125,7/2/20,14,16,0.171,9/2/20,11,19,0.143,20.772,31.817,CL132_20,30/11/20,23/1/21,f,A,23,0.125,19.163,23.826,0.154,8.49,5.46,0.133,0.021,54
LG447_20,guichenoti,13/1/21,0.153,30,19.883,27.272,0.148,15/1/21,13,17,0.109,17/1/21,15,15,0.122,19/1/21,11,19,0.21,21.982,28.742,CL132_20,30/11/20,3/1/21,f,A,28,0.132,19.156,26.732,0.148,9.05,5.2,0.126,0.022,34
LG448_20,guichenoti,25/1/21,0.168,30,20.743,25.43,0.224,27/1/21,16,14,0.309,29/1/21,21,9,0.345,31/1/21,18,12,0.263,21.737,29.495,CL133_20,30/11/20,17/1/21,NA,C,23,0.145,19.498,23.968,0.213,9.52,6.31,0.213,0,48
LG449_20,guichenoti,25/1/21,0.195,30,20.674,28.71,0.205,27/1/21,15,15,0.288,29/1/21,21,9,0.343,31/1/21,20,10,0.271,21.736,33.573,CL133_20,30/11/20,16/1/21,f,A,23,0.146,19.73,24.416,0.215,8.93,6.48,0.191,0.024,47
LG450_20,guichenoti,13/1/21,0.203,30,21.658,26.353,0.149,15/1/21,11,19,0.148,17/1/21,15,15,0.15,19/1/21,13,17,0.271,23.278,30.477,CL133_20,30/11/20,30/12/20,f,A,28,0.137,19.568,24.382,0.21,8.24,6.66,0.18,0.03,30
LG455_20,guichenoti,13/1/21,0.182,30,19.896,29.065,0.133,15/1/21,7,23,0.122,17/1/21,10,20,0.114,19/1/21,7,23,0.266,20.746,32.017,CL135_20,1/12/20,31/12/20,NA,A,28,0.115,18.58,25.61,0.178,8.47,6.02,0.161,0.017,30
LG456_20,guichenoti,25/1/21,0.161,30,20.529,28.283,0.193,27/1/21,10,20,0.296,29/1/21,17,13,0.23,31/1/21,15,15,0.274,22.353,31.731,CL136_20,1/12/20,17/1/21,f,A,23,0.13,19.651,24.44,0.186,8.35,6.15,0.163,0.023,47
LG457_20,guichenoti,13/1/21,0.203,30,21.247,26.35,0.143,15/1/21,8,22,0.123,17/1/21,11,19,0.123,19/1/21,6,24,0.273,21.481,30.356,CL136_20,1/12/20,31/12/20,NA,A,28,0.136,19.06,26.296,0.192,8.47,6.08,0.176,0.016,30
LG458_20,guichenoti,13/1/21,0.206,30,20.276,29.614,0.159,15/1/21,10,20,0.203,17/1/21,15,15,0.145,19/1/21,15,15,0.263,22.142,31.256,CL136_20,1/12/20,31/12/20,f,C,28,0.142,18.993,26.139,0.195,8.27,6.48,0.195,0,30
LG465_20,guichenoti,3/2/20,0.197,30,20.127,NA,0.125,5/2/20,7,23,0.141,7/2/20,9,21,0.168,9/2/20,7,23,0.224,23.039,34.033,CL139_20,2/12/20,20/1/21,m,C,23,0.153,19.673,27.517,0.221,9.07,6.63,0.221,0,49
LG466_20,guichenoti,3/2/20,0.164,30,18.369,28.32,0.127,5/2/20,10,20,0.112,7/2/20,14,16,0.161,9/2/20,14,16,0.167,22.115,31.782,CL139_20,2/12/20,19/1/21,m,A,23,0.115,18.317,23.564,0.22,8.07,6.95,0.193,0.027,48
LG467_20,guichenoti,13/1/21,0.209,30,21.665,29.373,0.172,15/1/21,8,22,0.149,17/1/21,16,14,0.181,19/1/21,13,17,0.274,22.193,33.824,CL139_20,2/12/20,2/1/21,NA,A,28,0.161,20.802,27.154,0.203,8.22,6.56,0.188,0.015,31
LG536_20,guichenoti,20/1/21,0.255,30,23.788,30.275,0.225,22/1/21,13,17,0.228,24/1/21,12,18,0.224,26/1/21,9,21,0.399,24.867,37.807,CL157_20,9/12/20,7/1/21,f,C,28,0.174,20.904,26.291,0.224,8.53,7.01,0.224,0,29
LG546_20,guichenoti,25/1/21,0.23,30,21.442,29.968,0.163,27/1/21,7,23,0.285,29/1/21,15,15,0.418,31/1/21,14,16,0.334,22.488,30.175,CL160_20,11/12/20,11/1/21,f,A,28,0.141,19.635,24.93,0.21,9.22,6.72,0.186,0.024,31
LG548_20,guichenoti,20/1/21,0.264,30,19.654,27.951,0.2,22/1/21,13,17,0.235,24/1/21,17,13,0.169,26/1/21,9,21,0.248,23.859,28.964,CL161_20,11/12/20,10/1/21,NA,A,28,0.114,17.986,25.384,0.188,8.5,6.23,0.157,0.031,30
LG549_20,guichenoti,20/1/21,0.283,30,19.771,29.039,0.193,22/1/21,13,17,0.193,24/1/21,18,12,0.19,26/1/21,15,15,0.234,22.393,31.29,CL161_20,11/12/20,10/1/21,NA,C,28,0.138,19.257,27.443,0.206,8.74,6.8,0.206,0,30
LG563_20,guichenoti,3/2/20,0.226,30,22.607,30.112,0.123,5/2/20,6,24,0.117,7/2/20,9,21,0.14,9/2/20,6,24,0.269,23.409,33.742,CL165_20,18/12/20,19/1/21,f,A,28,0.164,20.248,25.685,0.226,9.84,6.68,0.204,0.022,32
LG564_20,guichenoti,3/2/20,0.21,30,20.386,29.149,0.125,5/2/20,6,24,0.118,7/2/20,10,20,0.149,9/2/20,10,20,0.206,21.088,29.161,CL165_20,18/12/20,18/1/21,f,C,28,0.146,18.16,23.332,0.196,8.93,6.7,0.178,0.018,31
LG584_20,guichenoti,3/2/20,0.181,30,21.008,32.039,0.126,5/2/20,8,22,0.111,7/2/20,11,19,0.14,9/2/20,8,22,0.212,21.441,33.384,CL171_20,22/12/20,22/1/21,m,A,28,0.118,19.848,24.822,0.22,8.88,6.74,0.197,0.023,31